AttentionScore , AttentionLevel 
22,  1
81,  3
96,  3
56,  2
71,  2
31,  1
91,  3
20,  1
35,  1
95,  3
55,  2
70,  2
30,  1
45,  1
5,  1
64,  2
94,  3
9,  1
69,  2
28,  1
44,  1
3,  1
19,  1
78,  2
8,  1
67,  2
83,  3
42,  1
2,  1
17,  1
77,  2
92,  3
66,  2
81,  3
41,  1
56,  2
16,  1
76,  2
91,  3
20,  1
80,  3
40,  1
55,  2
15,  1
74,  2
89,  3
19,  1
79,  2
38,  1
53,  2
13,  1
28,  1
2,  1
17,  1
77,  2
92,  3
52,  2
12,  1
27,  1
56,  2
16,  1
76,  2
91,  3
51,  2
66,  2
26,  1
55,  2
15,  1
30,  1
90,  3
49,  1
65,  2
24,  1
54,  2
