AttentionScore , AttentionLevel 
38,  1
97,  3
27,  1
86,  3
2,  1
61,  1
21,  1
36,  1
66,  1
25,  1
85,  3
0,  1
60,  1
75,  1
35,  1
95,  3
24,  1
39,  1
99,  3
59,  1
74,  1
34,  1
49,  1
23,  1
38,  1
98,  3
13,  1
73,  1
32,  1
47,  1
77,  1
37,  1
96,  3
11,  1
71,  1
86,  3
46,  1
75,  1
35,  1
50,  1
10,  1
70,  1
85,  3
14,  1
74,  1
34,  1
49,  1
9,  1
24,  1
84,  3
13,  1
73,  1
88,  3
48,  1
7,  1
23,  1
52,  1
12,  1
71,  1
87,  3
46,  1
62,  1
21,  1
51,  1
10,  1
26,  1
85,  3
45,  1
60,  1
90,  3
49,  1
9,  1
24,  1
84,  3
99,  3
59,  1
88,  3
48,  1
63,  1
23,  1
83,  3
98,  3
27,  1
87,  3
47,  1
62,  1
22,  1
37,  1
96,  3
26,  1
86,  3
1,  1
60,  1
20,  1
35,  1
65,  1
24,  1
84,  3
99,  3
59,  1
19,  1
34,  1
63,  1
23,  1
83,  3
98,  3
58,  1
73,  1
47,  1
62,  1
22,  1
37,  1
97,  3
56,  1
72,  1
1,  1
61,  1
21,  1
36,  1
95,  3
11,  1
85,  3
0,  1
59,  1
75,  1
34,  1
64,  1
23,  1
39,  1
98,  3
58,  1
73,  1
3,  1
62,  1
22,  1
37,  1
97,  3
12,  1
72,  1
1,  1
61,  1
76,  1
36,  1
96,  3
11,  1
71,  1
0,  1
60,  1
75,  1
35,  1
50,  1
9,  1
39,  1
99,  3
14,  1
73,  1
33,  1
48,  1
8,  1
38,  1
97,  3
12,  1
72,  1
87,  3
47,  1
76,  1
36,  1
51,  1
11,  1
71,  1
86,  3
46,  1
75,  1
35,  1
50,  1
10,  1
25,  1
85,  3
14,  1
74,  1
89,  3
49,  1
8,  1
24,  1
53,  1
13,  1
72,  1
88,  3
47,  1
62,  1
22,  1
52,  1
11,  1
26,  1
86,  3
46,  1
61,  1
90,  3
50,  1
10,  1
25,  1
85,  3
0,  1
74,  1
89,  3
49,  1
64,  1
24,  1
84,  3
13,  1
28,  1
88,  3
48,  1
63,  1
92,  3
52,  1
12,  1
27,  1
87,  3
2,  1
61,  1
91,  3
51,  1
10,  1
25,  1
85,  3
0,  1
74,  1
89,  3
49,  1
64,  1
24,  1
84,  3
99,  3
28,  1
88,  3
48,  1
63,  1
23,  1
38,  1
12,  1
27,  1
87,  3
2,  1
62,  1
21,  1
37,  1
66,  1
26,  1
85,  3
1,  1
60,  1
75,  1
49,  1
65,  1
24,  1
40,  1
99,  3
59,  1
74,  1
4,  1
63,  1
23,  1
38,  1
98,  3
13,  1
87,  3
2,  1
62,  1
77,  1
37,  1
97,  3
12,  1
41,  1
1,  1
61,  1
76,  1
36,  1
51,  1
25,  1
40,  1
0,  1
15,  1
74,  1
34,  1
64,  1
79,  1
38,  1
98,  3
13,  1
73,  1
2,  1
62,  1
77,  1
37,  1
66,  1
26,  1
41,  1
1,  1
16,  1
76,  1
36,  1
65,  1
80,  3
40,  1
0,  1
29,  1
44,  1
4,  1
64,  1
79,  1
39,  1
68,  1
28,  1
43,  1
3,  1
32,  1
92,  3
7,  1
67,  1
82,  3
56,  1
71,  1
31,  1
46,  1
6,  1
35,  1
95,  3
10,  1
70,  1
29,  1
45,  1
74,  1
34,  1
93,  3
9,  1
68,  1
83,  3
57,  1
73,  1
32,  1
48,  1
7,  1
37,  1
96,  3
56,  1
71,  1
31,  1
46,  1
20,  1
35,  1
95,  3
10,  1
70,  1
99,  3
59,  1
74,  1
34,  1
94,  3
23,  1
38,  1
98,  3
58,  1
73,  1
33,  1
62,  1
22,  1
37,  1
97,  3
12,  1
86,  3
1,  1
61,  1
76,  1
50,  1
65,  1
25,  1
40,  1
14,  1
29,  1
89,  3
4,  1
64,  1
23,  1
53,  1
68,  1
28,  1
87,  3
3,  1
32,  1
92,  3
51,  1
67,  1
26,  1
56,  1
15,  1
31,  1
90,  3
5,  1
79,  1
95,  3
54,  1
69,  1
29,  1
59,  1
18,  1
33,  1
93,  3
53,  1
82,  3
97,  3
57,  1
17,  1
32,  1
61,  1
21,  1
81,  3
96,  3
56,  1
85,  3
45,  1
60,  1
20,  1
35,  1
95,  3
24,  1
84,  3
99,  3
59,  1
19,  1
48,  1
63,  1
23,  1
83,  3
98,  3
27,  1
87,  3
47,  1
62,  1
22,  1
51,  1
11,  1
26,  1
86,  3
1,  1
75,  1
90,  3
50,  1
65,  1
24,  1
84,  3
14,  1
29,  1
88,  3
48,  1
63,  1
93,  3
52,  1
12,  1
27,  1
57,  1
17,  1
76,  1
91,  3
51,  1
81,  3
40,  1
55,  1
15,  1
75,  1
4,  1
19,  1
79,  1
39,  1
54,  1
83,  3
43,  1
3,  1
18,  1
78,  1
7,  1
67,  1
82,  3
42,  1
57,  1
31,  1
46,  1
6,  1
21,  1
81,  3
10,  1
70,  1
85,  3
45,  1
5,  1
34,  1
49,  1
9,  1
69,  1
84,  3
13,  1
73,  1
33,  1
48,  1
7,  1
23,  1
