AttentionScore , AttentionLevel 
74,  2
34,  1
49,  1
9,  1
69,  2
84,  3
43,  1
59,  2
33,  1
48,  1
7,  1
23,  1
82,  3
42,  1
57,  2
87,  3
46,  1
6,  1
21,  1
81,  3
96,  3
56,  2
16,  1
45,  1
60,  2
20,  1
80,  3
95,  3
55,  2
70,  2
30,  1
59,  2
19,  1
34,  1
94,  3
23,  1
83,  3
98,  3
58,  2
17,  1
32,  1
92,  3
22,  1
81,  3
96,  3
56,  2
71,  2
31,  1
60,  2
20,  1
35,  1
95,  3
55,  2
70,  2
99,  3
59,  2
AttentionScore , AttentionLevel 
12,  1
27,  1
87,  3
17,  1
76,  2
91,  3
51,  2
11,  1
26,  1
55,  2
15,  1
75,  2
90,  3
50,  3
65,  2
25,  1
54,  2
14,  1
29,  1
89,  3
49,  1
64,  2
93,  3
53,  2
13,  1
28,  1
87,  3
3,  1
62,  2
92,  3
51,  2
67,  2
26,  1
86,  3
1,  1
61,  2
90,  3
50,  3
65,  2
25,  1
40,  1
0,  1
29,  1
89,  3
4,  1
64,  2
24,  1
39,  1
99,  3
28,  1
88,  3
3,  1
63,  2
78,  2
37,  1
97,  3
27,  1
42,  1
2,  1
61,  2
76,  2
36,  1
96,  3
25,  1
40,  1
0,  1
60,  2
75,  2
35,  1
50,  3
24,  1
39,  1
99,  3
14,  1
74,  2
34,  1
63,  2
78,  2
52,  2
67,  2
27,  1
42,  1
2,  1
31,  1
91,  3
6,  1
66,  2
26,  1
41,  1
70,  2
30,  1
90,  3
5,  1
64,  2
80,  3
54,  2
69,  2
28,  1
44,  1
3,  1
63,  2
78,  2
8,  1
67,  2
27,  1
42,  1
2,  1
17,  1
91,  3
6,  1
66,  2
81,  3
41,  1
1,  1
16,  1
45,  1
5,  1
65,  2
80,  3
40,  1
55,  2
29,  1
44,  1
4,  1
19,  1
79,  2
38,  1
53,  2
83,  3
43,  1
