AttentionScore , AttentionLevel 
78,  2
7,  1
22,  1
82,  3
42,  1
57,  2
17,  1
32,  1
91,  3
21,  1
81,  3
96,  3
56,  2
15,  1
30,  1
90,  3
5,  1
79,  2
94,  3
54,  2
69,  2
29,  1
89,  3
4,  1
33,  1
93,  3
53,  2
68,  2
28,  1
43,  1
3,  1
62,  2
92,  3
7,  1
67,  2
26,  1
42,  1
1,  1
16,  1
90,  3
6,  1
65,  2
80,  3
40,  1
0,  1
29,  1
44,  1
4,  1
64,  2
79,  2
8,  1
68,  2
28,  1
43,  1
3,  1
18,  1
78,  2
38,  1
67,  2
82,  3
42,  1
2,  1
17,  1
76,  2
92,  3
66,  2
81,  3
41,  1
56,  2
15,  1
75,  2
90,  3
64,  2
79,  2
39,  1
54,  2
14,  1
74,  2
3,  1
18,  1
78,  2
38,  1
53,  2
13,  1
28,  1
88,  3
17,  1
77,  2
92,  3
52,  2
11,  1
27,  1
56,  2
16,  1
75,  2
91,  3
50,  3
65,  2
39,  1
55,  2
14,  1
29,  1
89,  3
49,  1
64,  2
93,  3
53,  2
13,  1
28,  1
88,  3
3,  1
77,  2
92,  3
52,  2
67,  2
27,  1
87,  3
2,  1
31,  1
91,  3
51,  2
66,  2
26,  1
41,  1
15,  1
30,  1
90,  3
5,  1
64,  2
24,  1
39,  1
69,  2
28,  1
88,  3
3,  1
63,  2
92,  3
52,  2
67,  2
27,  1
42,  1
2,  1
31,  1
91,  3
6,  1
66,  2
26,  1
41,  1
70,  2
30,  1
90,  3
5,  1
65,  2
80,  3
40,  1
69,  2
29,  1
44,  1
4,  1
63,  2
78,  2
8,  1
68,  2
27,  1
43,  1
2,  1
17,  1
77,  2
7,  1
66,  2
81,  3
41,  1
1,  1
16,  1
45,  1
5,  1
65,  2
80,  3
40,  1
55,  2
29,  1
44,  1
4,  1
19,  1
79,  2
39,  1
54,  2
83,  3
43,  1
3,  1
18,  1
77,  2
93,  3
67,  2
82,  3
41,  1
1,  1
16,  1
76,  2
91,  3
65,  2
80,  3
40,  1
55,  2
15,  1
75,  2
4,  1
19,  1
79,  2
39,  1
68,  2
83,  3
43,  1
3,  1
18,  1
78,  2
93,  3
67,  2
82,  3
42,  1
57,  2
17,  1
76,  2
6,  1
21,  1
81,  3
40,  1
56,  2
15,  1
30,  1
4,  1
20,  1
79,  2
94,  3
54,  2
14,  1
43,  1
58,  2
18,  1
78,  2
93,  3
53,  2
68,  2
42,  1
57,  2
17,  1
32,  1
92,  3
52,  2
81,  3
96,  3
56,  2
16,  1
31,  1
90,  3
6,  1
80,  3
95,  3
54,  2
70,  2
29,  1
89,  3
19,  1
34,  1
93,  3
53,  2
68,  2
28,  1
57,  2
17,  1
32,  1
92,  3
7,  1
67,  2
27,  1
56,  2
71,  2
31,  1
91,  3
6,  1
66,  2
95,  3
55,  2
70,  2
30,  1
45,  1
5,  1
34,  1
94,  3
9,  1
69,  2
28,  1
43,  1
73,  2
33,  1
92,  3
7,  1
67,  2
82,  3
42,  1
71,  2
31,  1
46,  1
6,  1
66,  2
81,  3
10,  1
70,  2
30,  1
45,  1
5,  1
20,  1
94,  3
9,  1
69,  2
84,  3
44,  1
73,  2
33,  1
93,  3
8,  1
68,  2
83,  3
57,  2
72,  2
32,  1
47,  1
6,  1
66,  2
96,  3
11,  1
70,  2
30,  1
45,  1
5,  1
34,  1
94,  3
9,  1
69,  2
84,  3
44,  1
73,  2
33,  1
48,  1
8,  1
68,  2
83,  3
12,  1
72,  2
32,  1
47,  1
7,  1
36,  1
96,  3
11,  1
71,  2
86,  3
46,  1
75,  2
35,  1
50,  3
10,  1
69,  2
85,  3
14,  1
74,  2
33,  1
49,  1
8,  1
38,  1
97,  3
13,  1
72,  2
87,  3
61,  2
77,  2
36,  1
51,  2
11,  1
71,  2
0,  1
15,  1
75,  2
35,  1
50,  3
79,  2
39,  1
99,  3
14,  1
74,  2
89,  3
63,  2
78,  2
38,  1
53,  2
13,  1
42,  1
2,  1
17,  1
77,  2
37,  1
66,  2
81,  3
41,  1
1,  1
30,  1
45,  1
5,  1
65,  2
80,  3
9,  1
69,  2
29,  1
44,  1
4,  1
33,  1
93,  3
8,  1
68,  2
83,  3
57,  2
72,  2
32,  1
47,  1
21,  1
36,  1
96,  3
11,  1
85,  3
0,  1
60,  2
75,  2
34,  1
64,  2
24,  1
39,  1
99,  3
58,  2
88,  3
3,  1
63,  2
22,  1
37,  1
11,  1
27,  1
86,  3
1,  1
75,  2
91,  3
50,  3
65,  2
25,  1
55,  2
14,  1
29,  1
89,  3
49,  1
78,  2
93,  3
53,  2
13,  1
28,  1
57,  2
17,  1
77,  2
92,  3
52,  2
81,  3
41,  1
56,  2
16,  1
31,  1
5,  1
20,  1
80,  3
95,  3
55,  2
84,  3
44,  1
59,  2
19,  1
79,  2
94,  3
23,  1
83,  3
43,  1
58,  2
18,  1
47,  1
7,  1
22,  1
82,  3
11,  1
71,  2
86,  3
46,  1
61,  2
35,  1
50,  3
10,  1
25,  1
84,  3
14,  1
74,  2
89,  3
48,  1
8,  1
38,  1
53,  2
12,  1
42,  1
2,  1
17,  1
77,  2
36,  1
66,  2
81,  3
41,  1
0,  1
30,  1
45,  1
5,  1
64,  2
79,  2
9,  1
69,  2
28,  1
43,  1
73,  2
33,  1
92,  3
7,  1
67,  2
97,  3
56,  2
71,  2
31,  1
46,  1
20,  1
35,  1
95,  3
10,  1
84,  3
0,  1
59,  2
74,  2
34,  1
64,  2
23,  1
38,  1
98,  3
58,  2
87,  3
2,  1
62,  2
22,  1
51,  2
66,  2
26,  1
86,  3
1,  1
30,  1
90,  3
50,  3
65,  2
25,  1
54,  2
14,  1
29,  1
89,  3
18,  1
78,  2
93,  3
53,  2
13,  1
42,  1
57,  2
17,  1
77,  2
6,  1
21,  1
81,  3
41,  1
56,  2
85,  3
45,  1
5,  1
20,  1
49,  1
9,  1
69,  2
84,  3
44,  1
73,  2
33,  1
48,  1
