AttentionScore , AttentionLevel 
90,  3
5,  1
65,  2
80,  3
40,  1
99,  3
29,  1
88,  3
4,  1
63,  2
78,  2
38,  1
98,  3
13,  1
43,  1
2,  1
62,  2
77,  2
37,  1
52,  2
12,  1
72,  2
1,  1
16,  1
76,  2
36,  1
51,  2
11,  1
26,  1
0,  1
15,  1
75,  2
90,  3
49,  1
9,  1
24,  1
84,  3
99,  3
73,  2
88,  3
48,  1
63,  2
23,  1
83,  3
98,  3
58,  2
87,  3
47,  1
62,  2
22,  1
37,  1
97,  3
26,  1
86,  3
1,  1
61,  2
20,  1
35,  1
95,  3
25,  1
84,  3
99,  3
59,  2
74,  2
34,  1
94,  3
23,  1
38,  1
98,  3
58,  2
73,  2
33,  1
48,  1
22,  1
37,  1
97,  3
12,  1
72,  2
31,  1
61,  2
76,  2
36,  1
96,  3
11,  1
70,  2
86,  3
60,  2
75,  2
34,  1
50,  3
9,  1
69,  2
98,  3
14,  1
73,  2
33,  1
48,  1
8,  1
37,  1
97,  3
12,  1
72,  2
87,  3
47,  1
7,  1
36,  1
51,  2
11,  1
71,  2
86,  3
46,  1
61,  2
35,  1
50,  3
10,  1
25,  1
84,  3
44,  1
74,  2
89,  3
48,  1
8,  1
23,  1
83,  3
98,  3
72,  2
87,  3
47,  1
62,  2
22,  1
82,  3
97,  3
71,  2
86,  3
46,  1
75,  2
35,  1
50,  3
10,  1
25,  1
85,  3
14,  1
74,  2
89,  3
49,  1
9,  1
24,  1
53,  2
13,  1
73,  2
88,  3
17,  1
77,  2
37,  1
52,  2
11,  1
27,  1
86,  3
16,  1
75,  2
91,  3
50,  3
10,  1
25,  1
55,  2
14,  1
74,  2
89,  3
49,  1
64,  2
