4870.3,4480,4581.5,4428.7
4862.1,4474.4,4584.6,4423.6
4855.9,4473.8,4589.7,4425.6
4856.9,4479,4597.9,4439
4861,4479.5,4611.3,4452.3
4863.6,4475.9,4617.4,4457.4
4863.6,4476.4,4611.8,4456.9
4864.6,4482.6,4609.7,4451.8
4861.5,4485.1,4610.8,4448.2
4853.3,4478.5,4600,4450.8
4847.7,4467.7,4588.2,4450.8
4847.7,4457.4,4590.8,4444.1
4852.3,4446.7,4593.3,4446.7
4861.5,4430.3,4586.7,4464.1
4861.5,4420,4586.7,4468.7
4857.9,4422.6,4595.9,4461
4867.2,4428.2,4600.5,4472.8
4881.5,4431.3,4601,4497.4
4885.6,4429.7,4604.1,4509.7
4889.2,4426.2,4607.2,4514.4
4902.1,4428.7,4612.3,4521
4910.8,4434.9,4621,4520.5
4913.3,4437.4,4625.1,4524.6
4916.4,4441,4622.1,4533.8
4918.5,4447.7,4614.4,4536.4
4928.7,4457.9,4619,4547.2
4944.6,4464.1,4629.7,4558.5
4949.2,4457.4,4623.1,4549.7
4944.1,4450.3,4615.9,4539
4939,4444.1,4620.5,4539.5
4940,4429.7,4615.4,4544.1
4945.6,4422.1,4610.3,4553.3
4952.3,4438.5,4622.1,4566.2
4960,4464.6,4632.3,4569.2
4966.2,4481,4630.8,4569.7
4977.4,4491.3,4634.4,4584.1
4992.8,4502.1,4640.5,4601
5004.6,4509.7,4641,4603.6
5020.5,4515.9,4648.2,4604.6
5051.3,4517.9,4660,4626.7
5083.6,4515.9,4670.8,4667.2
5098.5,4509.2,4679,4685.6
5091.3,4494.9,4674.4,4669.2
5095.9,4483.6,4670.3,4670.3
5135.9,4486.2,4681.5,4706.7
5178.5,4498.5,4688.7,4739
5201,4508.7,4682.1,4751.8
5215.4,4507.2,4688.2,4757.9
5223.6,4507.7,4707.7,4770.3
5223.6,4521,4707.7,4780
5225.1,4533.8,4699,4771.8
5228.7,4548.2,4704.1,4763.6
5230.8,4574.4,4715.4,4773.8
5244.1,4593.3,4717.9,4782.6
5256.9,4593.8,4701.5,4773.3
5255.4,4596.4,4691.8,4769.7
5249.7,4599.5,4708.7,4782.1
5243.1,4607.2,4721.5,4781.5
5239.5,4654.9,4720.5,4766.2
5249.2,4719.5,4722.6,4762.6
5256.9,4768.2,4721,4769.7
5251.8,4819,4711.8,4768.2
5246.2,4862.1,4706.7,4761
5248.7,4885.6,4705.1,4755.4
5251.3,4911.8,4701.5,4756.9
5247.2,4937.9,4699,4766.7
5242.1,4960,4707.2,4771.3
5238.5,4990.3,4722.1,4763.6
5234.4,5022.1,4719,4757.4
5231.3,5044.1,4701,4752.8
5228.2,5066.2,4704.6,4746.7
5227.7,5092.3,4722.1,4746.2
5221,5103.6,4709.2,4735.4
5201.5,5107.2,4690.8,4710.3
5194.4,5135.9,4710.8,4699.5
5207.2,5177.4,4729.7,4712.3
5213.3,5197.4,4719,4721
5200,5193.8,4709.7,4704.1
5185.1,5186.7,4717.9,4687.2
5178.5,5182.1,4721.5,4691.8
5170.8,5170.3,4715.9,4688.2
5159.5,5154.4,4710.8,4670.3
5147.7,5139,4704.1,4663.1
5146.2,5122.1,4699,4660.5
5157.4,5111.8,4699,4667.7
5161.5,5102.1,4694.9,4690.3
5155.9,5089.2,4699,4695.4
5160,5083.6,4714.9,4687.7
5169.7,5082.1,4723.1,4692.8
5176.9,5075.4,4717.4,4700.5
5172.8,5060,4715.4,4689.2
5137.9,5025.1,4708.7,4655.9
5092.8,4974.9,4682.6,4620
5076.9,4944.1,4663.6,4603.1
5076.9,4939.5,4669.2,4601
5062.1,4924.6,4673.3,4593.3
5038.5,4898.5,4670.3,4579
5022.6,4889.7,4682.6,4563.6
5012.8,4888.7,4693.8,4550.8
5007.2,4873.8,4684.6,4554.9
5001,4851.8,4669.7,4562.1
4990.8,4831.8,4663.1,4556.4
4985.1,4822.6,4667.7,4554.9
4990.8,4820.5,4667.7,4564.1
5004.1,4819.5,4661,4577.4
5009.7,4818.5,4668.2,4580
5006.7,4814.9,4675.9,4570.8
5008.2,4807.2,4665.6,4566.2
5001.5,4795.9,4655.4,4559
4986.7,4782.6,4656.4,4547.2
4982.6,4771.8,4657.9,4543.6
4983.1,4769.7,4661,4539.5
4981,4766.2,4665.1,4533.8
4975.9,4749.7,4659.5,4535.4
4976.4,4747.2,4657.9,4540
4978.5,4752.3,4661.5,4537.4
4970.8,4741.5,4654.9,4530.8
4970.3,4742.6,4656.9,4536.4
4979,4745.1,4668.2,4540.5
4975.4,4719,4670.3,4535.9
4961,4696.4,4667.7,4554.9
4950.3,4689.2,4666.2,4584.1
4944.1,4681.5,4661,4587.7
4940.5,4681,4655.4,4589.2
4941,4687.7,4659,4619.5
4942.6,4691.3,4661,4641.5
4942.1,4689.7,4650.8,4628.2
4946.7,4690.8,4650.8,4611.3
4952.3,4693.3,4664.6,4607.2
4957.4,4688.2,4667.2,4607.2
4966.7,4681.5,4666.2,4606.7
4968.2,4689.2,4684.1,4607.7
4967.2,4701,4697.9,4623.1
4983.1,4696.4,4688.2,4649.7
4997.4,4693.3,4685.1,4655.9
5005.1,4704.1,4701.5,4643.6
5026.2,4708.7,4708.7,4649.2
5048.2,4708.7,4706.7,4669.2
5059,4717.4,4713.8,4669.2
5067.7,4728.2,4726.2,4659
5096.9,4746.2,4742.1,4696.4
5151.3,4782.6,4763.6,4767.7
5210.3,4823.6,4785.6,4808.7
5263.1,4860.5,4815.4,4835.9
5320,4906.2,4849.2,4895.4
5382.6,4952.8,4866.7,4960.5
5434.4,4981.5,4872.8,4990.8
5482.6,5012.3,4899,5025.1
5551.8,5063.6,4944.1,5102.6
5634.9,5111.8,4967.2,5193.3
5734.9,5160,4977.4,5275.4
5855.9,5224.6,5020.5,5370.8
5974.9,5288.7,5072.3,5476.4
6079,5335.4,5102.6,5563.6
6183.6,5384.1,5141.5,5640
6317.4,5462.6,5205.6,5743.1
6458.5,5548.7,5258.5,5852.8
6569.7,5607.2,5290.8,5929.2
6658.5,5644.6,5320,5994.9
6743.1,5685.1,5345.1,6069.2
6825.6,5734.4,5368.7,6131.3
6891.8,5768.2,5388.7,6161
6935.9,5782.6,5391.3,6184.6
6985.6,5801.5,5387.2,6242.6
