AttentionScore , AttentionLevel 
91,  3
65,  2
80,  3
40,  1
55,  2
15,  1
74,  2
90,  3
49,  1
64,  2
38,  1
54,  2
13,  1
28,  1
88,  3
48,  1
63,  2
92,  3
52,  2
12,  1
27,  1
87,  3
2,  1
62,  2
91,  3
51,  2
66,  2
26,  1
86,  3
1,  1
60,  2
90,  3
50,  3
65,  2
AttentionScore , AttentionLevel 
20,  1
80,  3
95,  3
54,  2
14,  1
29,  1
59,  2
18,  1
78,  2
93,  3
53,  2
68,  2
28,  1
57,  2
17,  1
32,  1
92,  3
52,  2
67,  2
27,  1
56,  2
16,  1
31,  1
91,  3
6,  1
66,  2
25,  1
55,  2
70,  2
30,  1
89,  3
5,  1
64,  2
79,  2
53,  2
69,  2
28,  1
43,  1
3,  1
63,  2
92,  3
7,  1
67,  2
27,  1
42,  1
2,  1
17,  1
91,  3
6,  1
66,  2
26,  1
55,  2
70,  2
30,  1
90,  3
5,  1
65,  2
80,  3
54,  2
69,  2
29,  1
44,  1
3,  1
63,  2
93,  3
8,  1
67,  2
27,  1
42,  1
2,  1
31,  1
91,  3
6,  1
66,  2
81,  3
41,  1
