AttentionScore , AttentionLevel 
49,  1
78,  2
38,  1
53,  2
13,  1
72,  2
88,  3
47,  1
62,  2
36,  1
52,  2
11,  1
26,  1
86,  3
46,  1
61,  2
21,  1
36,  1
10,  1
25,  1
85,  3
0,  1
60,  2
20,  1
35,  1
64,  2
24,  1
84,  3
99,  3
58,  2
74,  2
33,  1
63,  2
22,  1
38,  1
97,  3
57,  2
72,  2
32,  1
47,  1
21,  1
36,  1
96,  3
11,  1
71,  2
31,  1
46,  1
75,  2
35,  1
95,  3
10,  1
70,  2
85,  3
44,  1
4,  1
34,  1
49,  1
9,  1
68,  2
98,  3
13,  1
73,  2
32,  1
47,  1
7,  1
37,  1
96,  3
11,  1
71,  2
86,  3
46,  1
6,  1
21,  1
81,  3
41,  1
56,  2
15,  1
31,  1
90,  3
50,  3
65,  2
25,  1
40,  1
0,  1
60,  2
75,  2
35,  1
64,  2
24,  1
39,  1
99,  3
14,  1
73,  2
33,  1
48,  1
8,  1
23,  1
83,  3
43,  1
58,  2
18,  1
33,  1
93,  3
52,  2
67,  2
27,  1
57,  2
16,  1
31,  1
91,  3
6,  1
66,  2
26,  1
41,  1
1,  1
16,  1
76,  2
35,  1
51,  2
10,  1
25,  1
85,  3
15,  1
74,  2
89,  3
49,  1
9,  1
24,  1
84,  3
99,  3
59,  2
19,  1
34,  1
93,  3
9,  1
68,  2
28,  1
43,  1
3,  1
18,  1
78,  2
38,  1
53,  2
13,  1
28,  1
87,  3
47,  1
62,  2
22,  1
51,  2
11,  1
26,  1
86,  3
1,  1
61,  2
21,  1
36,  1
96,  3
