AttentionScore , AttentionLevel 
51,  2
80,  3
40,  1
55,  2
15,  1
75,  2
90,  3
19,  1
79,  2
39,  1
54,  2
13,  1
29,  1
88,  3
18,  1
77,  2
37,  1
52,  2
12,  1
27,  1
87,  3
47,  1
76,  2
91,  3
51,  2
11,  1
26,  1
86,  3
1,  1
61,  2
90,  3
50,  3
65,  2
25,  1
84,  3
99,  3
59,  2
89,  3
48,  1
64,  2
23,  1
38,  1
98,  3
58,  2
87,  3
2,  1
62,  2
22,  1
37,  1
97,  3
12,  1
86,  3
1,  1
61,  2
76,  2
36,  1
96,  3
25,  1
40,  1
0,  1
60,  2
75,  2
34,  1
64,  2
24,  1
39,  1
98,  3
14,  1
73,  2
