AttentionScore , AttentionLevel 
13,  1
29,  1
88,  3
48,  1
63,  2
23,  1
38,  1
98,  3
27,  1
87,  3
2,  1
62,  2
22,  1
37,  1
97,  3
12,  1
71,  2
1,  1
61,  2
76,  2
35,  1
95,  3
10,  1
70,  2
85,  3
59,  2
74,  2
34,  1
49,  1
9,  1
69,  2
84,  3
13,  1
73,  2
33,  1
48,  1
8,  1
23,  1
83,  3
12,  1
72,  2
87,  3
47,  1
6,  1
21,  1
81,  3
11,  1
70,  2
85,  3
45,  1
60,  2
20,  1
80,  3
9,  1
24,  1
84,  3
44,  1
59,  2
19,  1
34,  1
8,  1
23,  1
83,  3
98,  3
58,  2
17,  1
33,  1
92,  3
22,  1
82,  3
97,  3
56,  2
72,  2
31,  1
61,  2
20,  1
36,  1
95,  3
55,  2
70,  2
30,  1
59,  2
19,  1
34,  1
94,  3
54,  2
69,  2
98,  3
58,  2
18,  1
AttentionScore , AttentionLevel 
59,  2
88,  3
48,  1
63,  2
23,  1
82,  3
98,  3
57,  2
87,  3
46,  1
62,  2
21,  1
36,  1
96,  3
26,  1
85,  3
0,  1
60,  2
20,  1
35,  1
95,  3
24,  1
84,  3
99,  3
59,  2
74,  2
34,  1
63,  2
23,  1
38,  1
98,  3
58,  2
73,  2
32,  1
62,  2
22,  1
37,  1
96,  3
12,  1
71,  2
1,  1
61,  2
76,  2
35,  1
95,  3
10,  1
70,  2
99,  3
59,  2
74,  2
34,  1
49,  1
9,  1
38,  1
98,  3
13,  1
73,  2
33,  1
48,  1
77,  2
37,  1
97,  3
12,  1
72,  2
87,  3
47,  1
76,  2
36,  1
51,  2
11,  1
70,  2
85,  3
15,  1
75,  2
34,  1
49,  1
79,  2
39,  1
98,  3
13,  1
