AttentionScore , AttentionLevel 
96,  3
26,  1
86,  3
45,  1
60,  2
20,  1
35,  1
95,  3
55,  2
70,  2
99,  3
59,  2
19,  1
34,  1
94,  3
9,  1
69,  2
28,  1
44,  1
73,  2
33,  1
92,  3
8,  1
67,  2
82,  3
56,  2
72,  2
31,  1
46,  1
6,  1
66,  2
81,  3
10,  1
70,  2
30,  1
45,  1
5,  1
20,  1
80,  3
9,  1
69,  2
84,  3
44,  1
4,  1
19,  1
78,  2
94,  3
68,  2
83,  3
42,  1
58,  2
17,  1
47,  1
6,  1
22,  1
81,  3
41,  1
71,  2
86,  3
45,  1
5,  1
20,  1
50,  3
9,  1
69,  2
84,  3
44,  1
73,  2
33,  1
48,  1
8,  1
37,  1
97,  3
12,  1
72,  2
87,  3
61,  2
76,  2
36,  1
51,  2
11,  1
40,  1
0,  1
15,  1
75,  2
4,  1
64,  2
79,  2
39,  1
99,  3
14,  1
43,  1
3,  1
63,  2
78,  2
38,  1
67,  2
27,  1
42,  1
2,  1
31,  1
91,  3
6,  1
66,  2
95,  3
55,  2
70,  2
30,  1
59,  2
19,  1
34,  1
94,  3
23,  1
83,  3
98,  3
27,  1
87,  3
47,  1
62,  2
36,  1
51,  2
11,  1
26,  1
0,  1
15,  1
75,  2
90,  3
64,  2
79,  2
39,  1
54,  2
28,  1
43,  1
3,  1
32,  1
92,  3
7,  1
67,  2
96,  3
56,  2
85,  3
1,  1
60,  2
20,  1
49,  1
65,  2
24,  1
54,  2
13,  1
29,  1
88,  3
18,  1
77,  2
93,  3
52,  2
82,  3
42,  1
57,  2
31,  1
46,  1
6,  1
21,  1
80,  3
10,  1
70,  2
85,  3
44,  1
74,  2
34,  1
49,  1
8,  1
38,  1
98,  3
13,  1
72,  2
2,  1
62,  2
77,  2
36,  1
66,  2
26,  1
41,  1
0,  1
60,  2
90,  3
5,  1
65,  2
94,  3
54,  2
69,  2
29,  1
58,  2
18,  1
33,  1
93,  3
22,  1
82,  3
97,  3
57,  2
86,  3
46,  1
61,  2
21,  1
50,  3
10,  1
25,  1
99,  3
14,  1
74,  2
3,  1
63,  2
78,  2
38,  1
67,  2
27,  1
42,  1
71,  2
31,  1
91,  3
20,  1
35,  1
95,  3
24,  1
