AttentionScore , AttentionLevel 
68,  2
27,  1
43,  1
2,  1
17,  1
91,  3
7,  1
66,  2
81,  3
41,  1
1,  1
16,  1
76,  2
91,  3
51,  2
80,  3
40,  1
55,  2
15,  1
75,  2
90,  3
49,  1
79,  2
39,  1
54,  2
13,  1
29,  1
88,  3
18,  1
77,  2
93,  3
52,  2
12,  1
27,  1
87,  3
16,  1
76,  2
91,  3
51,  2
66,  2
26,  1
86,  3
15,  1
30,  1
90,  3
50,  3
65,  2
25,  1
40,  1
14,  1
29,  1
89,  3
4,  1
64,  2
23,  1
38,  1
68,  2
28,  1
87,  3
2,  1
62,  2
77,  2
51,  2
66,  2
26,  1
41,  1
1,  1
61,  2
76,  2
5,  1
65,  2
25,  1
40,  1
0,  1
15,  1
89,  3
4,  1
64,  2
79,  2
39,  1
98,  3
14,  1
43,  1
3,  1
62,  2
78,  2
7,  1
67,  2
26,  1
42,  1
1,  1
16,  1
76,  2
6,  1
65,  2
81,  3
40,  1
0,  1
15,  1
45,  1
4,  1
64,  2
79,  2
39,  1
54,  2
28,  1
43,  1
3,  1
18,  1
78,  2
38,  1
53,  2
82,  3
42,  1
2,  1
17,  1
77,  2
92,  3
66,  2
81,  3
41,  1
0,  1
15,  1
75,  2
90,  3
50,  3
79,  2
39,  1
54,  2
14,  1
74,  2
89,  3
18,  1
78,  2
38,  1
53,  2
13,  1
28,  1
88,  3
17,  1
77,  2
92,  3
52,  2
11,  1
27,  1
56,  2
16,  1
75,  2
91,  3
50,  3
66,  2
25,  1
55,  2
14,  1
30,  1
89,  3
49,  1
64,  2
94,  3
53,  2
13,  1
28,  1
88,  3
3,  1
63,  2
92,  3
52,  2
67,  2
27,  1
87,  3
2,  1
31,  1
91,  3
51,  2
66,  2
26,  1
41,  1
15,  1
30,  1
90,  3
5,  1
64,  2
24,  1
39,  1
69,  2
28,  1
88,  3
3,  1
63,  2
78,  2
52,  2
67,  2
27,  1
56,  2
16,  1
31,  1
91,  3
6,  1
66,  2
95,  3
55,  2
70,  2
30,  1
90,  3
5,  1
65,  2
94,  3
54,  2
69,  2
29,  1
44,  1
4,  1
33,  1
93,  3
8,  1
68,  2
27,  1
43,  1
72,  2
32,  1
91,  3
7,  1
66,  2
81,  3
55,  2
71,  2
30,  1
45,  1
5,  1
65,  2
80,  3
9,  1
69,  2
29,  1
44,  1
4,  1
19,  1
93,  3
